epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,2980.94,0.95913,0.4703,0.79457,0.93289,0.68337,0.7847,0.5128,0.91888,0.4748,0.79293,0.00107675,0.00107675,0.00107675
16,3157.19,0.9784,0.49621,0.79598,0.81816,0.70301,0.73161,0.47525,0.90066,0.4735,0.79404,0.00106437,0.00106437,0.00106437
17,3354.19,0.97577,0.49966,0.79481,0.8013,0.6956,0.74647,0.4708,0.87554,0.47261,0.79325,0.001052,0.001052,0.001052
18,3569.74,0.94837,0.46827,0.7905,0.78074,0.67609,0.73498,0.44924,1.01853,0.525,0.80111,0.00103962,0.00103962,0.00103962
19,3768.82,1.03577,0.49861,0.8,0.73202,0.62281,0.69854,0.42801,1.04883,0.54054,0.80573,0.00102725,0.00102725,0.00102725
20,3991.49,0.98531,0.47298,0.79575,0.82514,0.69244,0.75871,0.48473,0.8639,0.46397,0.79522,0.00101488,0.00101488,0.00101488
21,4180.89,0.92367,0.44829,0.79217,0.85762,0.71659,0.77118,0.51784,0.88359,0.4622,0.79276,0.0010025,0.0010025,0.0010025
22,4372.91,0.92798,0.44939,0.7904,0.8226,0.7031,0.77816,0.51565,0.84219,0.43836,0.79021,0.000990125,0.000990125,0.000990125
23,4601.42,0.91193,0.44617,0.78979,0.90886,0.72906,0.81709,0.5415,0.83838,0.44095,0.78932,0.00097775,0.00097775,0.00097775
24,4831.19,0.89516,0.43649,0.78767,0.8856,0.72509,0.77677,0.52285,0.81312,0.43325,0.78996,0.000965375,0.000965375,0.000965375
25,5013.93,0.89672,0.42687,0.78968,0.81729,0.6707,0.74726,0.49387,0.87684,0.46689,0.79277,0.000953,0.000953,0.000953
26,5215.35,0.95726,0.4515,0.79308,0.8482,0.73635,0.79283,0.52495,0.88528,0.46425,0.79411,0.000940625,0.000940625,0.000940625
27,5408.18,0.90475,0.43208,0.78817,0.89501,0.73414,0.79465,0.53231,0.81369,0.42889,0.78966,0.00092825,0.00092825,0.00092825
28,5638.4,0.87864,0.42231,0.78862,0.91915,0.70153,0.7982,0.52295,0.8888,0.44601,0.78986,0.000915875,0.000915875,0.000915875
29,5837.28,0.88257,0.41618,0.78734,0.93386,0.76152,0.80898,0.5536,0.81766,0.42775,0.78723,0.0009035,0.0009035,0.0009035
30,6040.74,0.86641,0.4161,0.78763,0.88457,0.75776,0.80783,0.54245,0.81021,0.42925,0.78873,0.000891125,0.000891125,0.000891125
31,6224.28,0.88085,0.42135,0.78609,0.86284,0.74812,0.81115,0.51237,0.8285,0.44446,0.7905,0.00087875,0.00087875,0.00087875
32,6430.54,0.88906,0.42255,0.78616,0.91427,0.63827,0.77349,0.47856,0.91539,0.46567,0.79296,0.000866375,0.000866375,0.000866375
33,6629.64,0.9237,0.44333,0.78994,0.93407,0.7661,0.80371,0.52555,0.88317,0.45083,0.7909,0.000854,0.000854,0.000854
34,6832.8,0.83378,0.40753,0.78797,0.94469,0.71107,0.80394,0.52036,0.8819,0.45039,0.79307,0.000841625,0.000841625,0.000841625
35,7000.73,0.88438,0.41797,0.78694,0.9159,0.73381,0.80626,0.54926,0.8181,0.4303,0.78844,0.00082925,0.00082925,0.00082925
36,7198.37,0.83507,0.40198,0.785,0.83445,0.74303,0.78684,0.51201,0.86486,0.44505,0.79266,0.000816875,0.000816875,0.000816875
37,7403.35,0.83295,0.40294,0.78596,0.89262,0.7581,0.80327,0.53687,0.81964,0.42791,0.79047,0.0008045,0.0008045,0.0008045
38,7608.71,0.83914,0.40279,0.78466,0.93801,0.68556,0.79133,0.53483,0.79135,0.4224,0.78565,0.000792125,0.000792125,0.000792125
39,7772.75,0.84351,0.40575,0.78496,0.89729,0.75622,0.81111,0.53753,0.83248,0.43203,0.78651,0.00077975,0.00077975,0.00077975
40,7991.85,0.82595,0.39671,0.78404,0.94003,0.74023,0.80908,0.53514,0.8317,0.42205,0.78853,0.000767375,0.000767375,0.000767375
41,8214.21,0.87327,0.41488,0.78537,0.89485,0.75762,0.80352,0.5531,0.80377,0.43196,0.78854,0.000755,0.000755,0.000755
42,8417.59,0.82223,0.39684,0.78615,0.90439,0.76022,0.81637,0.56569,0.78423,0.41107,0.78732,0.000742625,0.000742625,0.000742625
43,8633.31,0.82761,0.39489,0.78115,0.83854,0.73376,0.79669,0.53054,0.83209,0.4256,0.78763,0.00073025,0.00073025,0.00073025
44,8857.02,0.81774,0.38958,0.78366,0.88113,0.7458,0.80382,0.54413,0.7881,0.4067,0.78718,0.000717875,0.000717875,0.000717875
45,9029,0.82455,0.39629,0.7818,0.909,0.75632,0.80739,0.56124,0.79776,0.4105,0.78656,0.0007055,0.0007055,0.0007055
46,9229.59,0.80951,0.38471,0.78353,0.93076,0.71688,0.78482,0.51449,0.86715,0.4377,0.79483,0.000693125,0.000693125,0.000693125
47,9432.3,0.8243,0.3914,0.78385,0.87349,0.70888,0.78296,0.51415,0.80289,0.40944,0.7865,0.00068075,0.00068075,0.00068075
48,9650.32,0.7953,0.38107,0.78183,0.89638,0.74046,0.80232,0.56284,0.76975,0.40288,0.78498,0.000668375,0.000668375,0.000668375
49,9817.35,0.79381,0.38135,0.78323,0.9148,0.75916,0.8124,0.54891,0.79555,0.40294,0.78618,0.000656,0.000656,0.000656
50,10047.3,0.80363,0.38733,0.78203,0.90524,0.76611,0.80628,0.54888,0.8075,0.40313,0.78688,0.000643625,0.000643625,0.000643625
51,10240.8,0.8054,0.3865,0.78248,0.87412,0.76973,0.82251,0.57464,0.79417,0.38835,0.78602,0.00063125,0.00063125,0.00063125
52,10458.3,0.81472,0.38949,0.78309,0.91534,0.74521,0.81083,0.57221,0.77904,0.40992,0.78519,0.000618875,0.000618875,0.000618875
53,10638.4,0.79367,0.38009,0.78208,0.84637,0.76279,0.81332,0.56295,0.77763,0.39851,0.78488,0.0006065,0.0006065,0.0006065
54,10816.7,0.78564,0.37701,0.78106,0.94106,0.7343,0.81226,0.55877,0.77516,0.40387,0.78504,0.000594125,0.000594125,0.000594125
55,11022.9,0.78357,0.37785,0.7801,0.87218,0.74448,0.80645,0.55699,0.83402,0.41909,0.78871,0.00058175,0.00058175,0.00058175
56,11255.6,0.80551,0.38419,0.78334,0.91334,0.73899,0.80268,0.56057,0.79883,0.4121,0.78591,0.000569375,0.000569375,0.000569375
57,11424.5,0.78246,0.36947,0.77875,0.92639,0.76086,0.83124,0.55976,0.79507,0.39671,0.78619,0.000557,0.000557,0.000557
58,11607.4,0.76932,0.37042,0.7793,0.91581,0.72439,0.79793,0.551,0.77285,0.4005,0.78539,0.000544625,0.000544625,0.000544625
59,11845.4,0.77797,0.37167,0.78046,0.92845,0.76154,0.82122,0.57833,0.78062,0.40814,0.78639,0.00053225,0.00053225,0.00053225
60,12079.3,0.78265,0.36808,0.77835,0.90371,0.74418,0.81254,0.5725,0.78236,0.38946,0.7877,0.000519875,0.000519875,0.000519875
61,12285.4,0.75763,0.35962,0.77602,0.88903,0.75695,0.82545,0.57057,0.76465,0.38754,0.78552,0.0005075,0.0005075,0.0005075
62,12496.2,0.75346,0.35217,0.77865,0.85895,0.77171,0.82461,0.56165,0.76809,0.38472,0.786,0.000495125,0.000495125,0.000495125
63,12715,0.73912,0.34935,0.77793,0.86987,0.77525,0.82095,0.5862,0.76695,0.38572,0.78538,0.00048275,0.00048275,0.00048275
64,12951.4,0.76702,0.35823,0.77843,0.9308,0.73828,0.82074,0.57951,0.7443,0.38625,0.78301,0.000470375,0.000470375,0.000470375
65,13165.3,0.74898,0.35289,0.7786,0.90538,0.78807,0.8309,0.59199,0.76317,0.38098,0.78362,0.000458,0.000458,0.000458
66,13374,0.74076,0.34818,0.7775,0.88,0.74956,0.82346,0.57709,0.75661,0.38407,0.78533,0.000445625,0.000445625,0.000445625
67,13592.9,0.73572,0.3517,0.77944,0.94389,0.77419,0.82866,0.58036,0.79423,0.40483,0.78492,0.00043325,0.00043325,0.00043325
68,13814.7,0.7474,0.35692,0.77803,0.95441,0.74169,0.81765,0.57801,0.77193,0.38757,0.78548,0.000420875,0.000420875,0.000420875
69,14014.6,0.73383,0.35389,0.77842,0.93306,0.73514,0.82391,0.58603,0.76578,0.39379,0.78404,0.0004085,0.0004085,0.0004085
70,14227.8,0.75604,0.35937,0.77974,0.95,0.77477,0.83124,0.57218,0.77003,0.3861,0.78462,0.000396125,0.000396125,0.000396125
71,14434.6,0.75114,0.35702,0.77618,0.9148,0.76095,0.82702,0.57597,0.76599,0.3962,0.78435,0.00038375,0.00038375,0.00038375
72,14675.2,0.73582,0.34955,0.77599,0.94348,0.7574,0.82574,0.57994,0.77586,0.38813,0.78352,0.000371375,0.000371375,0.000371375
73,14870.7,0.73225,0.3444,0.77677,0.93831,0.73424,0.81205,0.56466,0.78153,0.39687,0.78424,0.000359,0.000359,0.000359
74,15078.2,0.73814,0.34434,0.77817,0.95653,0.77421,0.82315,0.55636,0.79451,0.40028,0.78325,0.000346625,0.000346625,0.000346625
75,15310.2,0.7218,0.33943,0.77641,0.94147,0.74583,0.82571,0.57154,0.76342,0.38917,0.78338,0.00033425,0.00033425,0.00033425
76,15550.4,0.70345,0.33387,0.77591,0.8794,0.76192,0.82692,0.56778,0.76466,0.38265,0.78394,0.000321875,0.000321875,0.000321875
77,15726.2,0.71317,0.33313,0.77614,0.94318,0.75162,0.8219,0.57908,0.76841,0.38608,0.78472,0.0003095,0.0003095,0.0003095
78,15947.2,0.70872,0.3361,0.77554,0.91947,0.77375,0.81477,0.57921,0.75168,0.38455,0.78272,0.000297125,0.000297125,0.000297125
79,16153.3,0.70406,0.33626,0.77451,0.9206,0.78682,0.83614,0.59251,0.76292,0.37871,0.78391,0.00028475,0.00028475,0.00028475
80,16370.8,0.71419,0.33538,0.77496,0.96235,0.7559,0.83242,0.58066,0.77279,0.38464,0.78353,0.000272375,0.000272375,0.000272375
81,16570.7,0.69066,0.32629,0.77564,0.95135,0.74026,0.83181,0.59914,0.74787,0.38331,0.78191,0.00026,0.00026,0.00026
82,16793.7,0.68716,0.32859,0.7736,0.94018,0.77693,0.8475,0.58994,0.76609,0.38099,0.78322,0.000247625,0.000247625,0.000247625
83,16977.6,0.69826,0.33218,0.77617,0.93687,0.76637,0.83959,0.60889,0.73977,0.36803,0.78229,0.00023525,0.00023525,0.00023525
84,17155.1,0.69854,0.33122,0.77352,0.9495,0.76955,0.83776,0.58862,0.7563,0.37041,0.78199,0.000222875,0.000222875,0.000222875
85,17378.6,0.68358,0.32331,0.77137,0.90921,0.76784,0.8439,0.5987,0.75055,0.37405,0.78152,0.0002105,0.0002105,0.0002105
86,17593.9,0.67864,0.32074,0.77484,0.92464,0.77521,0.83997,0.59924,0.74281,0.37698,0.78149,0.000198125,0.000198125,0.000198125
87,17826.5,0.68665,0.32541,0.77321,0.91718,0.76143,0.83022,0.59279,0.75611,0.37279,0.78139,0.00018575,0.00018575,0.00018575
88,18054.6,0.70024,0.32755,0.77343,0.92371,0.7743,0.83908,0.58371,0.74534,0.36814,0.7816,0.000173375,0.000173375,0.000173375
89,18233.3,0.67283,0.31947,0.77298,0.96248,0.76378,0.83813,0.59064,0.74217,0.3599,0.78234,0.000161,0.000161,0.000161
90,18456.9,0.67625,0.31868,0.77469,0.9343,0.76792,0.8435,0.59951,0.7438,0.36459,0.78122,0.000148625,0.000148625,0.000148625
91,18608,0.64799,0.3205,0.77316,0.89677,0.76631,0.83131,0.599,0.73697,0.37861,0.77952,0.00013625,0.00013625,0.00013625
92,18768.7,0.63321,0.3146,0.7739,0.94794,0.74909,0.82381,0.58145,0.74956,0.37235,0.78099,0.000123875,0.000123875,0.000123875
93,18941.3,0.62917,0.30794,0.77524,0.95006,0.75297,0.82328,0.59422,0.75138,0.36587,0.78096,0.0001115,0.0001115,0.0001115
94,19087.8,0.62117,0.30705,0.77327,0.93847,0.73454,0.82612,0.58683,0.75104,0.3677,0.78112,9.9125e-05,9.9125e-05,9.9125e-05
95,19231.9,0.61885,0.30308,0.77117,0.94807,0.74771,0.83495,0.59891,0.7486,0.37427,0.78021,8.675e-05,8.675e-05,8.675e-05
96,19389.7,0.61981,0.30406,0.77291,0.92328,0.7583,0.83355,0.58584,0.75675,0.36823,0.78067,7.4375e-05,7.4375e-05,7.4375e-05
97,19575,0.60927,0.30097,0.7713,0.92319,0.76063,0.83778,0.5924,0.74535,0.36412,0.78012,6.2e-05,6.2e-05,6.2e-05
98,19759.9,0.59597,0.29425,0.77282,0.95899,0.74314,0.83817,0.59419,0.74174,0.36076,0.77983,4.9625e-05,4.9625e-05,4.9625e-05
99,19950.5,0.61339,0.29791,0.77098,0.89256,0.77431,0.84703,0.59754,0.73436,0.36545,0.78004,3.725e-05,3.725e-05,3.725e-05
100,20104.4,0.59803,0.2943,0.76998,0.95044,0.75455,0.8452,0.5992,0.73514,0.36156,0.78,2.4875e-05,2.4875e-05,2.4875e-05
